ID_val,Problem,Checkbox,Check_Area,Complaint_Type,Area,SubArea,area_subarea,source_name
610,Navigation System-Inaccurate,Navigation System - Poor routing information,Navigation System,Poor routing information,Navigation,Route Accuracy,Navigation / Route Accuracy,source_2
6291,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
570,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Stability,Software Hang-up/System Freezing,Stability / Software Hang-up/System Freezing,source_2
2263,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
5041,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
1105,RRR-System Connection,RRR - unspecified,RRR,unspecified,RRR,DTU,RRR / DTU,source_2
16512,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Pairing Loss,Bluetooth / Pairing Loss,source_2
18891,RRR-System Activation,RRR - System would not properly activate,RRR,System would not properly activate,No Activation,Cannot Activate at Dealership,No Activation / Cannot Activate at Dealership,source_2
18280,RRR-System Activation,RRR - System would not properly activate,RRR,System would not properly activate,RRR,DTU,RRR / DTU,source_2
8604,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
17553,RRR-Navigation,RRR - Directions could not download to vehicle,RRR,Directions could not download to vehicle,RRR,Duplicate,RRR / Duplicate,source_2
11400,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
11811,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
19297,Front Audio/Ent System-Controls DTU/Poor Location,"Audio Sound/Speakers - Diff to adjust/use (bass, trbl, bal/fade)",Audio Sound/Speakers,"Diff to adjust/use (bass, trbl, bal/fade)",Radio,Equalizer,Radio / Equalizer,source_2
16802,Cell Phone - Vehicle Sound Quality,Cell Phone Connection - In-vehicle sound quality,Cell Phone Connection,In-vehicle sound quality,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
19156,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Audio,No Audio,Audio / No Audio,source_2
16352,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
18638,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Radio,DTU,Radio / DTU,source_2
12378,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Android Auto,Not Functioning,Android Auto / Not Functioning,source_2
18833,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Navigation,Other,Navigation / Other,source_2
11390,Display Touchscreen-Unspecified,Display Touchscreen - unspecified,Display Touchscreen,unspecified,Radio,Favorites,Radio / Favorites,source_2
8437,Front Audio/Ent System-Controls DTU/Poor Location,Media Player - DTU/understand,Media Player,DTU/understand,Radio,DTU,Radio / DTU,source_2
4410,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
15700,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Radio,Screen Freeze,Radio / Screen Freeze,source_2
1760,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,DTU,Navigation / DTU,source_2
15575,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Not Functioning,Voice Recognition / Not Functioning,source_2
1518,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,Radio,Screen Freeze,Radio / Screen Freeze,source_2
1978,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
16245,Front Audio/Ent System-Controls DTU/Poor Location,Radio Fnctn and Recptn - DTU/understand,Radio Fnctn and Recptn,DTU/understand,Display,Other,Display / Other,source_2
13975,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,DTU,Navigation / DTU,source_2
18706,Front Audio/Ent System-Controls DTU/Poor Location,Media Player - DTU/understand,Media Player,DTU/understand,Radio,DTU,Radio / DTU,source_2
6425,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
19401,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Wi-Fi,No Internet,Wi-Fi / No Internet,source_2
18377,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Navigation,Customer Expectation,Navigation / Customer Expectation,source_2
15740,Wireless Hotspot DTU,Wireless Hotspot - unspecified,Wireless Hotspot,unspecified,Wi-Fi,DTU,Wi-Fi / DTU,source_2
14974,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
4436,RRR-Navigation,RRR - Directions could not download to vehicle,RRR,Directions could not download to vehicle,Navigation,Destination Download,Navigation / Destination Download,source_2
17262,Hands-Free Communication-Doesn't Recognize Command,Navigation System - Voice recognition/communication trouble,Navigation System,Voice recognition/communication trouble,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
1630,CD Player/Changer-Loading/Playback Problem,CD Player/Changer- unspecified,CD Player/Changer- unspecified,CD Player/Changer- unspecified,DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
1541,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Display,Black Screen,Display / Black Screen,source_2
4371,Cell Phone - Vehicle Sound Quality,Cell Phone Connection - In-vehicle sound quality,Cell Phone Connection,In-vehicle sound quality,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
12113,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
18514,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Apple Car Play,Customer Education,Apple Car Play / Customer Education,source_2
821,Cigarette Lighter/Power Plug-Not Enough,12 Volt Power Outlets - Not enough outlets,12 Volt Power Outlets,Not enough outlets,Power Outlet,Not Enough,Power Outlet / Not Enough,source_2
11096,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
13235,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Radio,Poor Reception,Radio / Poor Reception,source_2
3963,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
16583,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
14374,Cigarette Lighter/Power Plug-Not Enough,12 Volt Power Outlets - Not enough outlets,12 Volt Power Outlets,Not enough outlets,Power Outlet,Not Enough,Power Outlet / Not Enough,source_2
2508,Navigation System-Inaccurate,Navigation System - Poor routing information,Navigation System,Poor routing information,Navigation,Route Accuracy,Navigation / Route Accuracy,source_2
556,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Apple Car Play,Stability,Apple Car Play / Stability,source_2
7152,Front Audio/Ent System-Controls DTU/Poor Location,"Audio Sound/Speakers - Diff to adjust/use (bass, trbl, bal/fade)",Audio Sound/Speakers,"Diff to adjust/use (bass, trbl, bal/fade)",Radio,Equalizer,Radio / Equalizer,source_2
8819,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
17784,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
3948,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
410,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Display,Customer Expectation,Display / Customer Expectation,source_2
1752,Front Audio/Ent System-Controls DTU/Poor Location,Media Player - DTU/understand,Media Player,DTU/understand,Radio,DTU,Radio / DTU,source_2
19274,CD Player/Changer-Loading/Playback Problem,CD Player/Changer - Will not play,CD Player/Changer,Will not play,DVD/CD Drive,Not Functioning,DVD/CD Drive / Not Functioning,source_2
14771,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Outbound Call,Bluetooth / Outbound Call,source_2
2141,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
19106,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Freezes/Locks Up,Display / Freezes/Locks Up,source_2
3711,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Stability,Apple Car Play / Stability,source_2
9466,Head-up Display-DTU/Controls Poor Location,Head-up Display - Controls DTU/understand,Head-up Display,Controls DTU/understand,Radio,Customer Expectation,Radio / Customer Expectation,source_2
6868,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
6756,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
9014,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
815,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Radio,Poor Reception,Radio / Poor Reception,source_2
11037,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Display,Black Screen,Display / Black Screen,source_2
6466,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
9371,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
7732,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
1237,Hands-Free Communication-Doesn't Recognize Command,Navigation System - Voice recognition/communication trouble,Navigation System,Voice recognition/communication trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
12313,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Radio,Customer Expectation,Radio / Customer Expectation,source_2
11391,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Navigation,Out Dated,Navigation / Out Dated,source_2
17614,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Audio,Not Functioning,Audio / Not Functioning,source_2
4531,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
7286,Infotainment System-Poor Screen Quality,Media Player - Screen illumination,Media Player,Screen illumination,Display,Illumination Too Dark,Display / Illumination Too Dark,source_2
14799,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
